代碼,標的名稱,風險等級,幣別,投資區域,國內外,類型1,類型2,標的類型,配息方式,標準差％,夏普值,β係數,漲跌％,漲跌,基金規模,成立日期,一個月％,三個月％,六個月％,今年來％,一年％,二年％,三年％,五年％,展望
6017,第一金中國世紀基金,積極型,台幣,中國,國內,跨國投資股票型區域型,跨國投資股票型區域型,國內-跨國投資股票型區域型,無,16.99,0.31,0.55,0.43,0.06,12.33億(),2009/10/22,2.24,6.62,2.31,6.62,19.68,14.18,5.51,49.63,中國股市近期表現較佳，主要是因政府支持經濟的政策以及DeepSeek人工智慧（AI）突破所帶來的光環效應推動。惟因中國市場仍存在政策性風險，建議謹慎評估自身風險承受度再進行投資。
6020,第一金全球AI機器人及自動化產業基金,積極型,台幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,24.23,0.1,1.5,1.24,0.25,26.67億(),2016/5/30,-5.1,-9.98,6.17,-9.98,7.11,22.41,15.12,92.66,數位轉型仍是多數企業的目標之一，且科技能顯著提高生產力、創造新商業模式，具備一定優勢。
6021,第一金全球AIFinTech金融科技基金,穩健型,台幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,17.12,0.34,1.02,0.76,0.18,7.77億(),2016/11/28,-0.84,-0.13,14.4,-0.13,21.73,57.91,39.21,79.52,數位轉型仍是多數企業的目標之一，且科技能顯著提高生產力、創造新商業模式，具備一定優勢。
6022,第一金全球水電瓦斯及基礎建設基金-累積,穩健型,台幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,12.11,0.27,0.34,0.67,0.11,19.55億(),2017/9/28,4.6,5.87,-1.72,5.87,12.7,20.82,20.2,71.13,基礎建設股票獲利較不受景氣循環影響，可列為長期投資組合的一環。
6023,第一金全球水電瓦斯及基礎建設基金-月配現(本基金之配息來源可能為本金),穩健型,台幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,月配,12,0.26,0.36,0.18,0.02,22.80億(),2017/9/28,4.13,5.38,-1.79,5.38,12.16,20.25,20.09,71.09,基礎建設股票獲利較不受景氣循環影響，可列為長期投資組合的一環。
6028,第一金全球AI精準醫療基金台幣累積,穩健型,台幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,10.38,-0.19,0.8,-1.15,-0.14,20.48億(),2018/5/31,-3.15,-0.17,-4.76,-0.17,-5.88,1.09,-7.19,17.63,數位轉型仍是多數企業的目標之一，且科技能顯著提高生產力、創造新商業模式，具備一定優勢。
6111,國泰主順位資產抵押非投資等級債NB月配(本基金之配息來源可能為本金),穩健型,台幣,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,2.49,0.73,0.23,0.14,0.01,4.74億(),2018/5/4,-0.04,1.3,3.72,1.3,7.74,20.8,18.23,30.35,受惠經濟成長，對利率敏感度較低，同時殖利率相對具吸引力，可作為投組中之穩定配置。
6112,國泰美國多重收益平衡基金NB-月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,美國,國內,股票債券平衡型跨國投資型,股票債券平衡型跨國投資型,國內-股票債券平衡型跨國投資型,月配,6.8,0.14,0.45,0.33,0.03,27.34億(),2019/11/15,-1.68,-1.63,-0.5,-1.63,4.51,22.22,14.68,43.39,股票部位較能提供資本利得，債券部位則可提供合理收益水準，透過股債配置方式可降低投組波動，並有效分散投資風險，適合長期投資。
6113,國泰亞洲非投資等級債券基金NB-月配現(本基金之配息來源可能為本金),穩健型,台幣,亞洲,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,4.12,0.14,0.44,-0.11,0,0.36億(),2020/10/20,-0.46,0.23,-1.07,0.23,3.16,-0.21,-7.78,,受惠經濟成長，對利率敏感度較低，同時殖利率相對具吸引力，可作為投組中之穩定配置。
6114,國泰美國優質債券基金NB月配現(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),保守型,台幣,美國,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,月配,,,,0.22,0.02,0.00億(),2025/1/13,0.88,,,2.79,,,,,債市殖利率普遍墊高，市場已反應聯準會將緩降息的預期，長天期公債殖利率恐仍有上揚風險。各債市中，公債或投資級債券殖利率仍顯著高於金融海嘯後平均水準。非投資級債之殖利率儘管較高，然而利差已降至低檔，需要嚴選持債。
6210,元大台灣加權股價指數基金─新台幣A類型,穩健型,台幣,台灣,國內,國內股票開放型指數型,國內股票開放型指數型,國內-國內股票開放型指數型,無,14.91,0.08,1.01,0.1,0.06,109.46億(),2004/9/17,-7.53,-6.95,-4.88,-7.72,4.47,39.23,30.48,150.46,台股由其他電子、半導體、電腦及週邊設備、電子零組件等電子類股領跌下挫，建議可採左側交易方式，分批進場佈局。
6211,元大全球ETF穩健組合基金,穩健型,台幣,全球,國內,全球組合型平衡型,全球組合型平衡型,國內-全球組合型平衡型,無,6.66,0.24,0.56,0.42,0.08,13.47億(),2005/3/8,-1.14,-0.1,0.79,-0.1,6.77,22.45,18.28,41.83,股票部位較能提供資本利得，債券部位則可提供合理收益水準，透過股債配置方式可降低投組波動，並有效分散投資風險，適合長期投資。
6212,元大全球不動產證券化基金-B(配息)(本基金之配息來源可能為本金),穩健型,台幣,全球,國內,不動產證券化型,不動產證券化型,國內-不動產證券化型,月配,13.07,0.12,0.76,0.31,0.03,8.60億(),2005/6/2,-1.92,0.66,-4.09,0.66,5.81,25.23,9.17,53.11,具備高流動性及多樣化投資之特性，現階段看法中立，無較明顯之利多。
6214,元大全球不動產證券化基金-A,穩健型,台幣,全球,國內,不動產證券化型,不動產證券化型,國內-不動產證券化型,無,13.11,0.12,0.77,0.25,0.04,5.83億(),2006/1/19,-1.9,0.63,-4.13,0.63,5.82,25.27,9.21,53.21,具備高流動性及多樣化投資之特性，現階段看法中立，無較明顯之利多。
6215,元大全球新興市場精選組合基金,積極型,台幣,全球,國內,全球組合型股票型,全球組合型股票型,國內-全球組合型股票型,無,6.71,0.12,0.08,0.68,0.1,4.21億(),2006/6/27,0.48,2.85,-2.7,2.85,3.94,13.16,4.75,34.95,聯準會維持基準利率不變、主席鮑爾淡化關稅對通膨的影響，帶動新興股市多數走揚，建議可分批布局。
6216,元大全球ETF成長組合基金,穩健型,台幣,全球,國內,全球組合型股票型,全球組合型股票型,國內-全球組合型股票型,無,8.63,0.21,0.79,0.26,0.04,13.56億(),2006/9/14,-1.55,-0.85,1.33,-0.85,7.55,32.61,23.78,68.51,川普關稅疑雲致全球股市震盪劇烈，不過基本面仍看好，建議可採左側交易，分批進場佈局。
6222,元大大中華價值指數基金,積極型,台幣,大中華,國內,跨國投資指數型,跨國投資指數型,國內-跨國投資指數型,無,20.47,0.42,0.61,0.8,0.17,4.30億(),2009/5/21,-1.43,10.86,7.56,10.86,33.47,33.71,30.29,50.6,中國股市近期表現較佳，主要是因政府支持經濟的政策以及DeepSeek人工智慧（AI）突破所帶來的光環效應推動。惟因中國市場仍存在政策性風險，建議謹慎評估自身風險承受度再進行投資。
6226,元大巴西指數基金,積極型,台幣,巴西,國內,跨國投資指數型,跨國投資指數型,國內-跨國投資指數型,無,18.27,-0.14,1.07,1.16,0.07,1.83億(),2010/9/24,6.29,15.99,-3.86,15.99,-8.89,15.43,-6.19,64.09,目前巴西市場缺乏利多題材，結構性問題短期難有改善，可期待的選舉行情仍要等到明年 6 月，這也意味著在缺乏市場催化劑的情況下，巴西股市較難有發揮空間。
6228,元大印尼指數基金,積極型,台幣,印尼,國內,跨國投資指數型,跨國投資指數型,國內-跨國投資指數型,無,22.32,-0.32,1.41,0.66,0.05,1.57億(),2010/9/24,3.3,-10.09,-23.99,-9.98,-23.28,-14.27,-12.89,30.16,因投資區域以單一市場(印尼)為主，投資比重不建議太高。
6301,國泰國泰基金,積極型,台幣,台灣,國內,國內股票開放型一般股票型,國內股票開放型一般股票型,國內-國內股票開放型一般股票型,無,23.41,-0.12,1.41,-0.19,-0.11,63.20億(),2000/6/23,-11.7,-19.08,-17.13,-21.19,-10.49,35.53,16.75,167.67,台股由其他電子、半導體、電腦及週邊設備、電子零組件等電子類股領跌下挫，建議可採左側交易方式，分批進場佈局。
6302,國泰中小成長基金,積極型,台幣,台灣,國內,國內股票開放型中小型,國內股票開放型中小型,國內-國內股票開放型中小型,無,22.09,-0.17,1.36,-0.12,-0.13,69.56億(),2001/1/10,-11.09,-18.86,-17.12,-21,-13.14,25.57,11.57,155.41,台股由其他電子、半導體、電腦及週邊設備、電子零組件等電子類股領跌下挫，建議可採左側交易方式，分批進場佈局。
6305,國泰小龍基金,積極型,台幣,台灣,國內,國內股票開放型一般股票型,國內股票開放型一般股票型,國內-國內股票開放型一般股票型,無,23.25,-0.11,1.39,0.03,0.01,126.43億(),1994/3/9,-10.99,-18.52,-16.35,-20.66,-9.48,36.55,16.61,132.56,台股由其他電子、半導體、電腦及週邊設備、電子零組件等電子類股領跌下挫，建議可採左側交易方式，分批進場佈局。
6306,國泰全球基礎建設基金,穩健型,台幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,11.86,0.48,0.61,0.45,0.08,9.41億(),2006/12/27,4.12,8.59,5.8,8.59,22.07,31.6,28.17,47.75,基礎建設股票獲利較不受景氣循環影響，可列為長期投資組合的一環。
6307,國泰台灣貨幣市場基金,保守型,台幣,台灣,國內,國內貨幣市場型,國內貨幣市場型,國內-國內貨幣市場型,無,0.05,1.15,0,0,0,660.64億(),2000/8/7,0.14,0.37,0.75,0.38,1.43,2.64,3.35,3.87,貨幣市場基金具備低風險、高流動性之特性，有資金停泊港之稱，但也存在報酬率較低之特性、不適合長期投資。
6310,國泰新興非投資等級債券基金A-不配息,穩健型,台幣,新興市場,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,3.83,0.41,0.74,0.04,0,1.47億(),2011/9/9,0.23,3.22,2.92,3.22,6.8,22.51,14.35,23.56,新興市場債券之殖利率相較成熟市場會來的相對高些，現階段以強勢貨幣計價的新興市場債券更具吸引力。
6311,國泰新興非投資等級債券基金B-月配現(本基金之配息來源可能為本金),穩健型,台幣,新興市場,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,3.83,0.41,0.74,0.04,0,5.50億(),2011/9/9,0.23,3.22,2.92,3.22,6.8,22.51,14.35,23.57,新興市場債券之殖利率相較成熟市場會來的相對高些，現階段以強勢貨幣計價的新興市場債券更具吸引力。
6312,國泰中國內需增長基金,積極型,台幣,中國,國內,跨國投資股票型區域型,跨國投資股票型區域型,國內-跨國投資股票型區域型,無,13.75,0.2,0.78,0.52,0.1,39.73億(),2011/6/23,-2.73,-3.61,-2.34,-3.61,10.15,0.89,-18.43,-2.14,中國股市近期表現較佳，主要是因政府支持經濟的政策以及DeepSeek人工智慧（AI）突破所帶來的光環效應推動。惟因中國市場仍存在政策性風險，建議謹慎評估自身風險承受度再進行投資。
6313,國泰中國新興戰略基金,積極型,台幣,中國,國內,跨國投資股票型區域型,跨國投資股票型區域型,國內-跨國投資股票型區域型,無,13.3,0.21,0.25,0.75,0.13,23.88億(),2012/4/30,-2.19,-0.11,0.58,-0.11,10.41,-4.29,-19.41,-9.33,中國股市近期表現較佳，主要是因政府支持經濟的政策以及DeepSeek人工智慧（AI）突破所帶來的光環效應推動。惟因中國市場仍存在政策性風險，建議謹慎評估自身風險承受度再進行投資。
6315,國泰全球多重收益平衡基金-A累積(台幣)(本基金有相當比重投資於非投資等級之高風險債券),穩健型,台幣,全球,國內,股票債券平衡型跨國投資型,股票債券平衡型跨國投資型,國內-股票債券平衡型跨國投資型,無,7.66,0.14,0.68,0.44,0.06,31.47億(),2014/8/6,-1.85,-2.27,0.22,-2.27,4.71,20.37,13.33,42.84,股票部位較能提供資本利得，債券部位則可提供合理收益水準，透過股債配置方式可降低投組波動，並有效分散投資風險，適合長期投資。
6316,國泰全球多重收益平衡基金-B月配現台幣(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,全球,國內,股票債券平衡型跨國投資型,股票債券平衡型跨國投資型,國內-股票債券平衡型跨國投資型,月配,7.72,0.14,0.69,0.37,0.04,0.60億(),2014/8/6,-1.84,-2.27,0.25,-2.27,4.72,20.32,13.47,42.98,股票部位較能提供資本利得，債券部位則可提供合理收益水準，透過股債配置方式可降低投組波動，並有效分散投資風險，適合長期投資。
6320,國泰主順位資產抵押非投資等級債基金A累積,穩健型,台幣,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,2.49,0.73,0.23,0.14,0.02,16.10億(),2018/5/4,-0.04,1.3,3.72,1.3,7.74,20.8,18.23,30.34,受惠經濟成長，對利率敏感度較低，同時殖利率相對具吸引力，可作為投組中之穩定配置。
6321,國泰主順位資產抵押非投資等級債基金B月配(本基金之配息來源可能為本金),穩健型,台幣,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,2.49,0.73,0.23,0.14,0.01,4.06億(),2018/5/4,-0.04,1.3,3.72,1.3,7.74,20.8,18.23,30.35,受惠經濟成長，對利率敏感度較低，同時殖利率相對具吸引力，可作為投組中之穩定配置。
